comment,score,sentiment,account_type
My dad asf 😭,-0.1,Neutral,Fitness Coach / Gym
where are the pants from??,0,Neutral,Fitness Coach / Gym
why is this so cute,0.5,Positive,Fitness Coach / Gym
that's hilarious 😂😂,0.6,Positive,Fitness Coach / Gym
new follower love your videos 💕,0.8,Positive,Fitness Coach / Gym
I admire and love y’all’s daddy daughter relationship! 💗 I never had that with my father.,0.7,Positive,Fitness Coach / Gym
Omg she looks so grown 🫶🏼🫶🏼,0.6,Positive,Fitness Coach / Gym
No.. because those noodles are 💋👌SOO GOOD,0.6,Positive,Fitness Coach / Gym
Where the PJs from,0,Neutral,Fitness Coach / Gym
this is how my dad is too 😭😭😭,-0.1,Neutral,Fitness Coach / Gym
You ain’t right 🤣😂,0.3,Positive,Fitness Coach / Gym
MY DAD DOES THE SAME THING. HE TAKES ME TO BUFFETS 😭,0.1,Neutral,Fitness Coach / Gym
This is literally my dad😂,0.2,Neutral,Fitness Coach / Gym
Don’t do her like that 😂😂😂Keep up the good work beautiful,0.5,Positive,Fitness Coach / Gym
Stop it lmao,0.1,Neutral,Fitness Coach / Gym
🤣🤣🤣same with mine! I’m like nah,0.3,Positive,Fitness Coach / Gym
Brooo I’m watching ts with the same pants on as her 😂😂,0.4,Positive,Fitness Coach / Gym
My brother😂😂,0.2,Neutral,Fitness Coach / Gym
She so prettyyyyy 💕💕💕,0.7,Positive,Fitness Coach / Gym
Lmao cut it out 🤭😂,0.3,Positive,Fitness Coach / Gym
Not the ramen🤣,0.2,Neutral,Fitness Coach / Gym
Wait the dogggg😍,0.6,Positive,Fitness Coach / Gym
Lol,0,Neutral,Fitness Coach / Gym
I’m screaming😂😂😂😂,0.4,Positive,Fitness Coach / Gym
😂😂😂,0.3,Positive,Fitness Coach / Gym
@alex<3,0,Neutral,Fitness Coach / Gym
@R0saleighh LMAO 😭,0.3,Positive,Fitness Coach / Gym
😂😂😂😂,0,Neutral,Fitness Coach / Gym
🥰🥰🥰,0.6,Positive,Fitness Coach / Gym
@Brandon,0,Neutral,Fitness Coach / Gym
@gsolla90,0,Neutral,Fitness Coach / Gym
@Slim_621 you asf 😂😭,0.3,Positive,Fitness Coach / Gym
😂😂,0.5,Positive,Fitness Coach / Gym
😂,0.5,Positive,Fitness Coach / Gym
😁😁😁,0.8,Positive,Fitness Coach / Gym
😃😃😃,0.6,Positive,Fitness Coach / Gym
😭😭😭,-0.5,Negative,Fitness Coach / Gym
😏,0.1,Neutral,Fitness Coach / Gym
🥺,-0.1,Neutral,Fitness Coach / Gym
❤️,0.5,Positive,Fitness Coach / Gym
🤣🤣🤣🤣,0.7,Positive,Fitness Coach / Gym
🤣🤣🤣😭,0.2,Neutral,Fitness Coach / Gym
🤣🤣🤣🤣😩,0.2,Neutral,Fitness Coach / Gym
😭,-0.5,Negative,Fitness Coach / Gym
@mariah<3 916 your dad 😭,-0.5,Negative,Fitness Coach / Gym
😭😂😅😩,-0.1,Neutral,Fitness Coach / Gym
😅😅😅😅,0.2,Neutral,Fitness Coach / Gym
🤣🤣,0.6,Positive,Fitness Coach / Gym
😂😂😂😂😂,0.6,Positive,Fitness Coach / Gym
This is such a weird post.,0,Neutral,Fitness Coach / Gym
😭😭😭😭😭,-0.5,Negative,Fitness Coach / Gym
You realized you’ve fucked up right 🤣🤣🤣🤣🤣,0.5,Positive,Fitness Coach / Gym
😭😭😭😭,-0.8,Negative,Fitness Coach / Gym
You have to cook it lol then she’ll wanna eat it lol,0.3,Positive,Fitness Coach / Gym
🤣🤣🤣🤣🤣🤣🤣🤣,0.6,Positive,Fitness Coach / Gym
😂😂😂😂😂😂😂😂😂😂😂,0.7,Positive,Fitness Coach / Gym
😂😂😂😂😂😂😂,0.5,Positive,Fitness Coach / Gym
Sir I believe that payback is ding dong ditching ya house 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,-0.6,Negative,Fitness Coach / Gym
she looks like Ashanti 💕💕,0.4,Positive,Fitness Coach / Gym
Something is weird with this type of attention he has on his daughter and keeps promoting it. 👀,-0.3,Negative,Fitness Coach / Gym
This weird 😔😔,-0.4,Negative,Fitness Coach / Gym
um what,0,Neutral,Fitness Coach / Gym
I'm surprised every comment isn't about how she looks like Ashanti,0.1,Neutral,Fitness Coach / Gym
"😂😂 Get that shiii outta hear, igy girlll 🤣",0.5,Positive,Fitness Coach / Gym
she growing up and her weight loss looks good I'm proud of her what is she doing to loose it I need a routine if u don't mind me,0.6,Positive,Fitness Coach / Gym
no ONE is begging for her on EVERYONES soul,-0.5,Negative,Fitness Coach / Gym
that's what happens when you treat kids like adults,-0.3,Negative,Fitness Coach / Gym
THATS CRAZY💀💀💀💀,0.2,Neutral,Fitness Coach / Gym
How did you do it I want to lose weight to :(,-0.1,Neutral,Fitness Coach / Gym
WEIGHT LOSS??? gurl where 😧 she is Beautiful ❤️,0.5,Positive,Fitness Coach / Gym
"No way, parents that support there childs needs in health..💘🥺",0.6,Positive,Fitness Coach / Gym
Hold on I think I need to talk to my dad,0.1,Neutral,Fitness Coach / Gym
Is it just me or she kinda looks like Ashanti from the side she very pretty🥰😅,0.5,Positive,Fitness Coach / Gym
This was my man when I lost 80 pounds. Then he got me pregnant 😩 Damn hater !,-0.4,Negative,Fitness Coach / Gym
Any tips too lose weight? Like meal tips or anything,0.1,Neutral,Fitness Coach / Gym
How old is she she looks older now,-0.3,Negative,Fitness Coach / Gym
Did she chose to lose weight or did you guys tell her too?,-0.1,Neutral,Fitness Coach / Gym
Oh…,0,Neutral,Fitness Coach / Gym
Isn’t this the guy who did the “birthday” cake video 😭,-0.2,Neutral,Fitness Coach / Gym
@Melanin Kinggg sum you’d do 😭,-0.1,Neutral,Fitness Coach / Gym
O,0,Neutral,Fitness Coach / Gym
"She would have gotten the same amount of attention even with a lil weight, because she is simply BEAUTIFUL!",0.5,Positive,Fitness Coach / Gym
Did y’all see the little dog tho? Like why we talkin abt this when I’m the only 1 talkin abt the dog?,0.1,Neutral,Fitness Coach / Gym
please continue to teach her self love 🩷,0.4,Positive,Fitness Coach / Gym
why do yall sabotage us?,-0.4,Negative,Fitness Coach / Gym
Ok but she looking like Ashanti 😍,0.6,Positive,Fitness Coach / Gym
🤣🤣 aye shes gotten so small she really doing the mfkn thing. I cldnt get serious about my weight at her age I didn't have the discipline.legit I'm so proud of her it'll be easier cause she start yng,0.8,Positive,Fitness Coach / Gym
She really does,0.2,Neutral,Fitness Coach / Gym
🔥🔥🔥,0.3,Positive,Fitness Coach / Gym
no you didn’t 😭,-0.2,Neutral,Fitness Coach / Gym
Sabotaging is crazy 😂😂😂,0.2,Neutral,Fitness Coach / Gym
I was chubby getting into being fat in like 3rd grade and my dad says he hopped I would stay chub/fat so when boys would like me it would be for me and not my looks 😭,-0.3,Negative,Fitness Coach / Gym
How did you motivate her to start her weight loss journey?,0,Neutral,Fitness Coach / Gym
I’m 31 with a 4 year old and my dad still tries to get me oversized sweaters as gifts .. 😂😅 forever his little girl,0.2,Neutral,Fitness Coach / Gym
What yall know about our Lord akd Savior Jesus Christ,0.1,Neutral,Fitness Coach / Gym
she doesn't eat just a little?,-0.1,Neutral,Fitness Coach / Gym
this be my dad he was like ima have to start feeding you twinkies so these boys stop looking at you,-0.2,Neutral,Fitness Coach / Gym
what happen to the doberman?,0,Neutral,Fitness Coach / Gym
💀,0,Neutral,Fitness Coach / Gym
PERIODDDDDDDDDDD KEEP GOING HAYATI 💗,0.7,Positive,Other
Purrrrrr fitness bae mashallah 💕,0.6,Positive,Other
Mashallah sis 😍🔥,0.6,Positive,Other
Yess get it girl !! ✨ I support all the way,0.7,Positive,Other
SLAYY😍😍,0.6,Positive,Other
yes girl 👏🏻👏🏻,0.5,Positive,Other
Beautiful..Ma'shAllah,0.5,Positive,Other
Wow!!! So proud of you,0.7,Positive,Other
Mashallah,0.3,Positive,Other
You go girl ! 😍,0.6,Positive,Other
You go girl 🔥,0.6,Positive,Other
Girl plssssss tell me howwwww 😭😭😭😭🩷,0.4,Positive,Other
Amazing 🥰,0.6,Positive,Other
amazing how did you do it,0.5,Positive,Other
Mashallah Mubarak looking great sis ❤️❤️❤️,0.7,Positive,Other
Motivational,0.3,Positive,Other
Nice 💚💚,0.4,Positive,Other
Don’t play w herrr! 😤,0.1,Neutral,Other
Sisterrrrr how? 😍,0.5,Positive,Other
How??,0,Neutral,Other
Well done 👏🖤,0.5,Positive,Other
How?,0,Neutral,Other
Mashallah 😍,0.6,Positive,Other
Wow! Can you tell me what your diet and exercise schedule is! Because the change is really amazing.,0.7,Positive,Other
amazing 😍,0.6,Positive,Other
plz tell me howww,0,Neutral,Other
How many kg difference in before and after?,0,Neutral,Other
💗💗💗,0.5,Positive,Other
💪🏽✅,0.5,Positive,Other
💙💙💙💙,0.5,Positive,Other
🙌,0.5,Positive,Other
👍👍👍👍👍👍👍👍👍👍👍,0.5,Positive,Other
😊😊😊,0.7,Positive,Other
❤️,0.5,Positive,Other
🥺,-0.1,Neutral,Other
🥰🥰🥰,0.6,Positive,Other
👏👏👏👏👏,0.5,Positive,Other
COME BACK,-0.2,Neutral,Other
That must be like 40 lbs oh my God girl congrats 👏👏👏👏,0.7,Positive,Other
"ma sha Allah. I started last february, and I can feel my tight clothes getting looser😍 And I feel my body getting lighter especially when I'm praying💖",0.8,Positive,Other
this is only the beginning 🤭,0.3,Positive,Other
@Kords_2022,0,Neutral,Other
CNN,0,Neutral,Other
Can’t see any results,-0.5,Negative,Other
😳😳😳,0.2,Neutral,Other
😂😂😂,0.3,Positive,Other
Sitting here riddled with anxiety about going back to the gym tomorrow after 2 years off. I think im going to just play your video constantly in my ear to give me constant motivation. Thank you 💞,0.6,Positive,Fitness Coach / Gym
thank you for telling the truth i am nearly 24 st and need to get my act together i am a busy working mam and we have a farm as well but i need to get me back,0.2,Neutral,Fitness Coach / Gym
So get this was fitness instructor my mum died I lost control 8 years later I still struggling to even get up and that not me it hard so we can be fit & life turns upside down just need me back x,-0.4,Negative,Fitness Coach / Gym
You are inspiring 💜 and someone feeling the same will watch this and think things can get better 🥰,0.7,Positive,Fitness Coach / Gym
Absolutely smashing life my lovely......send me some inspiration please 😆❤️,0.8,Positive,Fitness Coach / Gym
I’ve lost 9lb but I’ve fallen off track,-0.3,Negative,Fitness Coach / Gym
Thank you for the inspiration. I stopped at just under 4 stone loss last year because my world fell apart. Trying to re-start x,-0.1,Neutral,Fitness Coach / Gym
I love this xx go girl x,0.6,Positive,Fitness Coach / Gym
"I've just been out & done my first Couch25k (again). I'm a bigger lady, currently weighing a tad less than you did when you started. Congratulations on your journey 🥰",0.5,Positive,Fitness Coach / Gym
wwll done to you that's so amazing,0.4,Positive,Fitness Coach / Gym
Wow you are incredible- what an inspiration. 🤩,0.9,Positive,Fitness Coach / Gym
Amazing. Well done for bringing so inspiring x,0.7,Positive,Fitness Coach / Gym
Aww well done such an inspiration I’m currently on a weight loss journey I have pcos it’s so hard but I’m doing and losing the weight slowly but surely ❤️you have smashed it sending love ❤️❤️❤️,0.4,Positive,Fitness Coach / Gym
I am standing in your past shoes and in awe of you. You are such an inspiration ❤️,0.6,Positive,Fitness Coach / Gym
What an inspiring lady! Fab fab fab,0.8,Positive,Fitness Coach / Gym
"the smile on my face watching this, you are amazing and inspiring!! well done!!",0.7,Positive,Fitness Coach / Gym
"Congratulations girl, you have done amazing 🤩",0.9,Positive,Fitness Coach / Gym
well done not giving up on yourself xxz,0.5,Positive,Fitness Coach / Gym
omg well done darling I am finding it really hard,-0.2,Neutral,Fitness Coach / Gym
WOW! What an inspiration you are ❤️thank you so much ❤️❤️❤️,0.9,Positive,Fitness Coach / Gym
This is so inspiring 🥺❤️,0.8,Positive,Fitness Coach / Gym
"I don’t know you,but I am genuinely happy for you.",0.5,Positive,Fitness Coach / Gym
Absolutely amazing! You should be so proud of yourself you look incredible 🫶🏼,0.9,Positive,Fitness Coach / Gym
What an inspiration you are. I needed to see this today. Go you 🔥🔥🔥🔥🔥,0.8,Positive,Fitness Coach / Gym
thank you I'm just starting my journey but you give me hope to carry on xxx,0.4,Positive,Fitness Coach / Gym
"The consistency! You did that, well done 💕",0.6,Positive,Fitness Coach / Gym
Congratulations and thank you for sharing and inspiring people like me who are in the middle of their journey 💕💕💕,0.7,Positive,Fitness Coach / Gym
Omg you are wonderful. Well done you you are an inspiration. I’d love to have you on board to talk to my community of women . Drop me a message wonderful. You are amazing x,0.9,Positive,Fitness Coach / Gym
Crying for you but because you’re so amazing. You’ll inspire so many. I’m proud of you 💪🏻🧡,0.8,Positive,Fitness Coach / Gym
Well done your an inspiration 💪💪💪,0.8,Positive,Fitness Coach / Gym
Amazing ❤️what an inspiration xx,0.9,Positive,Fitness Coach / Gym
That’s honestly amazing thank you for sharing ♥️,0.8,Positive,Fitness Coach / Gym
"Oh my word, I want to give you a huge hug.",0.7,Positive,Fitness Coach / Gym
You can do this 🎉🎉🥾🥾,0.6,Positive,Fitness Coach / Gym
this is lovely and inspiring for us to keep going thanx,0.7,Positive,Fitness Coach / Gym
Was laying down scrolling thinking I’ll have a day off and you’ve motivated me to go and do my workout. Thank you ❤️you’re an inspiration!,0.9,Positive,Fitness Coach / Gym
Needed this this morning. I was a similar weight this time last year. Down 4 stone but still too scared to start proper exercising. Just got myself sorted for a big walk because of this!!,0.5,Positive,Fitness Coach / Gym
"Crying watching this because I really needed this today. You are amazing, so inspiring and what a journey. I’m so happy for you 💖",0.9,Positive,Fitness Coach / Gym
Well done you!!!,0.8,Positive,Fitness Coach / Gym
Congratulations 💕💕💕 your hard work and consistency are such an inspiration,0.9,Positive,Fitness Coach / Gym
it's never too late to choose yourself❤️,0.6,Positive,Fitness Coach / Gym
"This is the most beautiful video I’ve seen all week. You are wonderful, keep going 💖",0.9,Positive,Fitness Coach / Gym
Warrior! You are awesome,0.8,Positive,Fitness Coach / Gym
it's so easy to give up and you haven't you are so strong . well done you incredible soul ! ✨,0.8,Positive,Fitness Coach / Gym
Well done ! Keep it up 🏃🏃 join your local running club 👍,0.7,Positive,Fitness Coach / Gym
Wow !! Your amazing xx,0.8,Positive,Fitness Coach / Gym
💕💕💕 inspiration,0.9,Positive,Fitness Coach / Gym
"I’m just starting this journey 😭 need this, thank you ❤️",0.7,Positive,Fitness Coach / Gym
You’ve done brilliantly. So inspiring. Following and supporting 🥰,0.9,Positive,Fitness Coach / Gym
"Congratulations lovely, you should be so proud of yourself x",0.9,Positive,Fitness Coach / Gym
"You are doing amazingly well, it's very easy to give up. look how far you have come ❤️👏",0.8,Positive,Fitness Coach / Gym
"Jesus, how strong are you!! Well done 🥰",0.8,Positive,Fitness Coach / Gym
So so so amazing! Keep smashing it x,0.9,Positive,Fitness Coach / Gym
This is really heart warming. Nobody talks about the mental health side of it.,0.4,Positive,Fitness Coach / Gym
I didn't think I was going to cry,-0.1,Neutral,Fitness Coach / Gym
This made me cry and gave me the boost I needed today! You are amazing x,0.8,Positive,Fitness Coach / Gym
"Well done you look amazing, you are so inspiring, thank you x",0.6,Positive,Fitness Coach / Gym
You are an inspiration xxx ❤️❤️❤️sending you a big hug x,0.7,Positive,Fitness Coach / Gym
"Amazing 👏🏻 big well done on all your hard work , you look fab !",0.7,Positive,Fitness Coach / Gym
Wow absolutely amazing. Well done ❤️❤️❤️,0.8,Positive,Fitness Coach / Gym
I tried couch to 5 k I did to week 3 really hard then pulled something in top of my leg can’t run need help xx,-0.4,Negative,Fitness Coach / Gym
"Well done you! This is incredible, you should be so proud!👏🏼✨xx",0.7,Positive,Fitness Coach / Gym
"Fair play to you, You’ve absolutely smashed it 👏🏼",0.6,Positive,Fitness Coach / Gym
I needed to hear that today! Thanks! You have reminded me I can do it! ❤️Thankyou x,0.9,Positive,Fitness Coach / Gym
